9.59440303,-30.33995167,-9.56393401,6.15036831,7.00784623,-18.54147814,-6.06948694,28.25815247,11.01618425,-21.03946531,20.47675724,21.32716639,4.72543396
9.51383834,-29.91598995,-15.53265741,-1.93965888,13.87827562,-15.64467646,6.49725644,14.03848640,1.67791883,-12.48802890,29.35517760,22.27276737,0.21362916
9.51410643,-29.76027936,-14.61218821,2.90396861,17.54226247,-2.90242639,6.31697484,24.73986223,4.85933041,-11.55529976,26.02439054,4.79448020,-4.97069797
9.50945839,-27.47404613,-14.51327928,2.90576280,22.54599879,-7.73772718,13.51854429,20.02106768,8.07986129,-19.01865644,12.33273526,0.79677928,-8.49600279
9.51468516,-27.90430669,-9.55193094,2.15610532,14.98687007,-5.68669532,4.34786816,14.54048376,-3.76572804,-25.08705725,16.95009382,20.88510065,-4.94203844
9.51001351,-30.55746125,-14.73778807,3.23627159,17.79237253,-13.46336260,6.60918311,22.12644817,10.55581627,-4.98537729,37.25569271,20.24679341,-3.83790270
9.56144586,-30.17954213,-17.65816878,-4.42302495,1.12579792,-2.51559715,11.96347287,22.93138395,5.83083675,-6.93954235,30.78958183,27.15934452,-4.22430768
10.21950447,-23.79983108,-24.67865831,-18.19635497,-12.82785006,13.12107478,19.74284570,-1.26194360,-9.33217000,13.00908845,8.12727833,4.31333319,14.60783032
9.65863937,-23.77856580,-14.59204970,-4.15671931,-8.16906987,2.93794847,8.39328362,11.71214762,4.81802360,21.73438611,-1.33006420,1.21698105,18.05064475
9.62240227,-24.57655231,-14.15441012,-5.01413561,-7.27007154,7.40089894,8.53069136,-2.81384727,0.55523985,23.41334264,-2.87442850,5.76089100,8.10624012
9.71400943,-24.56333133,-13.33315793,-9.70500999,-8.55706134,16.30762630,14.46061867,-2.53129922,2.23057356,22.89170208,5.36976704,8.59163223,2.04574639
9.55240973,-24.70166752,-12.40314870,-6.53776049,-0.68688741,8.00309672,9.21017904,-2.02555409,-0.38973113,4.21951286,-9.98257802,9.15752389,23.16752952
9.56229784,-23.99260419,-16.09136496,-14.04132867,-13.99773847,4.66673145,3.62834260,0.12500015,-7.80808387,6.42169894,-1.43286744,16.97989677,25.08137487
9.68558826,-25.49093547,-14.33137420,-5.83968772,-13.07726987,8.16916852,6.23094362,10.24245817,6.62930044,-4.03217659,2.52879633,10.19628382,14.30627305
9.68400710,-24.34760518,-14.89714723,-12.37533013,-17.26134028,7.07664521,15.19512857,4.77547967,7.34579285,-6.69532628,-5.11786622,5.08957236,10.04835782
9.80999370,-24.88571895,-8.97027722,-11.72995696,-18.21705942,-5.90262420,2.85463579,2.17425221,14.39958709,5.07575497,-9.22410864,15.83289774,23.39525470
9.73174205,-25.57160233,-13.50157467,-10.25694937,-3.82769293,-1.15323841,10.97292298,5.90249636,20.98724954,23.94238726,-15.55409193,4.88793918,13.70631478
9.81905077,-26.44102740,-12.78670981,-7.21693403,-12.56559842,0.23571578,4.95820886,4.39099335,2.80528443,-4.09737694,-18.97259302,-4.30362509,23.08620902
9.70903757,-26.70774427,-10.44514146,-3.45252354,-9.61288830,0.31681390,9.79287141,8.39425594,5.50407348,-1.09652438,-11.81244754,1.28403923,25.21453775
9.92431508,-30.39859715,-14.44355826,-4.82065008,-3.61641954,5.44508318,13.63196931,-9.91379642,8.52342346,13.11833178,1.40047957,-4.92870812,20.92653205
9.74863152,-26.56374913,-16.88744278,-5.32312970,-1.18987739,3.82293493,-0.66776353,-18.92827465,12.21058385,8.06631024,3.62556285,2.24943239,22.13049964
9.82582508,-26.67542953,-13.81946221,-5.94464202,-16.91937333,-0.67815069,-2.87481839,-5.96339186,6.58250981,20.23373489,-6.19045278,14.97278119,20.42327346
9.73387113,-23.91138077,-13.42901896,-9.60790154,-8.35169588,-7.56984334,-8.28770891,-1.19256639,8.38084050,2.13914570,-14.52332962,6.56443947,13.30076805
9.69559909,-27.06415630,-11.06555333,-5.45378801,-13.20481218,0.45768294,8.02312071,-2.65309728,6.06278886,7.68513530,-0.04106939,8.74330221,8.03426600
9.46699750,-22.31018443,-17.01899119,-8.88917981,-14.13419423,-3.99432050,10.54422184,12.10346228,12.20700101,-0.57036755,0.64751144,4.01484564,7.94206300
10.34785239,-28.71843635,-15.06461699,-5.65951158,-9.64890200,-0.63214289,3.84085197,-0.15239562,3.98246521,16.08777622,3.48388537,-2.99544581,14.29994746
10.28792064,-26.96639660,-19.29040408,-6.90505958,-14.91876550,-7.47953327,5.32464651,0.80979877,20.08679863,8.98587832,-12.79156095,-0.17129838,15.61008120
9.88443754,-22.70844584,-10.82361704,-7.16223238,-9.34822876,-3.18180467,-3.59647971,-7.45798561,9.05865425,6.42857210,-18.54812713,-8.48942832,7.22381771
10.20961469,-27.00634221,-20.50325045,-17.82214631,-17.26671844,3.72309642,7.30936521,-7.61319322,10.73626047,3.38636002,1.92513008,-7.33230953,15.74057826
10.29641900,-28.46617058,-13.11780381,-12.27757789,-17.10883056,8.20912806,7.90945156,-7.61573883,4.53454852,10.17437552,-3.53272884,-1.58270435,13.42893757
10.33183590,-26.34698354,-12.51969469,-7.32813403,-18.21361270,8.17069820,3.08267981,-2.58719856,-2.85422375,11.09333431,-10.60145238,1.34930607,11.73215626
10.33006105,-25.39885411,-10.58822775,-3.36418946,-20.35036490,-7.31022853,-1.37855521,-3.91582963,-6.16016330,13.94758990,-8.17213836,7.89785463,19.69661025
10.16663783,-25.53700043,-14.63672566,-5.69505967,-8.46417888,-3.46937082,-2.10466559,-10.56269737,-3.64171193,3.10145667,-17.74343510,-2.39016150,7.61813125
10.32744161,-26.94478567,-19.81657210,-13.56414033,-19.58391171,-1.71125890,1.16874213,-3.93508714,3.67147731,16.48854874,1.18104949,9.03097849,15.59776419
10.21884639,-23.12732621,-19.64950538,-17.00035985,-18.30096749,-10.14280836,6.39657010,0.42394819,2.79746963,17.78802712,-0.88639058,7.12312992,20.56106665
10.26093927,-24.66604282,-18.22991612,-12.58617390,-16.36441387,-7.29419454,0.46010214,4.70487739,2.38164203,12.97806881,-13.04870924,9.02572407,13.48489541
10.16912701,-24.93496252,-16.79413560,-11.68576611,-16.06505152,-0.09096338,12.11968728,-5.33283915,1.13208488,4.22957522,-20.52169657,5.21702751,9.13680388
10.33774300,-25.03560464,-20.65149248,-18.13411396,-18.64938920,4.27618933,6.49739324,-5.69323895,0.84501935,0.72454806,-6.19901608,2.71774853,15.60193936
